"STATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT11"
"USC00200228","2019-06-29",,,,,"0.5","0.0","0.0",,"32.2","19.4","23.3",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-06-30",,,,,"0.0","0.0","0.0",,"31.1","17.2","21.1",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-01",,,,,"0.0","0.0","0.0",,"28.9","15.0","17.2",,,,,,,,,,,,,,
"USC00200228","2019-07-02",,,,,"0.0","0.0","0.0",,"32.8","17.2","22.8",,,,,,,,,"    1",,,,,
"USC00200228","2019-07-03",,,,,"2.8","0.0","0.0",,"32.8","20.6","21.7",,,,,,,,,,,,,,
"USC00200228","2019-07-04",,,,,"0.0","0.0","0.0",,"30.6","17.8","20.0",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-07-05",,,,,"12.4","0.0","0.0",,"31.7","20.0","21.1",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-06",,,,,"2.0","0.0","0.0",,"33.3","21.1","22.8",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-07-07",,,,,"10.4","0.0","0.0",,"31.1","17.8","18.3",,,,,,,,,,,,,,
"USC00200228","2019-07-08",,,,,"0.0","0.0","0.0",,"28.3","12.8","14.4",,,,,,,,,,,,,,
"USC00200228","2019-07-09",,,,,"0.0","0.0","0.0",,"27.8","12.2","13.3",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-10",,,,,"0.0","0.0","0.0",,"29.4","13.3","16.1",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-11",,,,,"0.0","0.0","0.0",,"32.8","16.1","21.7",,,,,,,,,,,,,,
"USC00200228","2019-07-12",,,,,"0.0","0.0","0.0",,"28.9","12.8","14.4",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-13",,,,,"0.0","0.0","0.0",,"26.7","14.4","16.1",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-14",,,,,"0.0","0.0","0.0",,"31.7","16.1","17.2",,,,,,,,,,,,,,
"USC00200228","2019-07-15",,,,,"0.0","0.0","0.0",,"28.9","13.9","16.1",,,,,,,,,"    1",,,,,
"USC00200228","2019-07-16",,,,,"0.0","0.0","0.0",,"33.9","16.1","21.7",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-07-17",,,,,"103.6","0.0","0.0",,"29.4","21.7","22.2",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-18",,,,,"0.5","0.0","0.0",,"31.1","17.8","18.9",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-07-19",,,,,"1.3","0.0","0.0",,"30.6","18.9","25.0",,,,,,,"    1",,"    1",,,,,"    1"
"USC00200228","2019-07-20",,,,,"15.5","0.0","0.0",,"32.8","22.2","23.9",,,,,,,,,"    1",,,,,"    1"
"USC00200228","2019-07-21",,,,,"2.8","0.0","0.0",,"34.4","20.6","21.1",,,,,,,,,"    1",,,,,
"USC00200228","2019-07-22",,,,,"5.8","0.0","0.0",,"28.9","16.7","17.2",,,,,,,,,,,,,,
"USC00200228","2019-07-23",,,,,"0.0","0.0","0.0",,"23.9","11.7","13.9",,,,,,,"    1",,"    1",,,,,"    1"
"USC00200228","2019-07-24",,,,,"1.5","0.0","0.0",,"26.1","12.2","14.4",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-25",,,,,"0.0","0.0","0.0",,"25.6","13.3","15.6",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-26",,,,,"0.0","0.0","0.0",,"27.8","15.0","15.6",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-27",,,,,"0.0","0.0","0.0",,"29.4","15.6","17.8",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-28",,,,,"0.0","0.0","0.0",,"29.4","17.8","21.1",,,,,,,,,,,,,,
"USC00200228","2019-07-29",,,,,"0.0","0.0","0.0",,"31.1","19.4","20.6",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-07-30",,,,,"8.4","0.0","0.0",,"30.6","18.9","19.4",,,,,,,"    1",,,,,,,
"USC00200228","2019-07-31",,,,,"0.0","0.0","0.0",,"29.4","16.7","17.2",,,,,,,,,,,,,,
"USC00200228","2019-08-01",,,,,"0.0","0.0","0.0",,"26.7","12.8","14.4",,,,,,,,,,,,,,
"USC00200228","2019-08-02",,,,,"0.0","0.0","0.0",,"26.7","10.6","11.7",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-03",,,,,"0.0","0.0","0.0",,"27.8","11.7","12.8",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-04",,,,,"0.0","0.0","0.0",,"29.4","12.8","17.2",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-08-05",,,,,"0.0","0.0","0.0",,"30.6","16.7","17.8",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-06",,,,,"0.0","0.0","0.0",,"30.6","17.8","20.0",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-07",,,,,"4.1","0.0","0.0",,"26.1","17.8","18.3",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-08",,,,,"0.0","0.0","0.0",,"28.9","17.2","19.4",,,,,,,,,,,,,,
"USC00200228","2019-08-09",,,,,"0.0","0.0","0.0",,"27.8","12.8","13.9",,,,,,,,,,,,,,
"USC00200228","2019-08-10",,,,,"0.0","0.0","0.0",,"26.7","12.2","12.8",,,,,,,,,,,,,,
"USC00200228","2019-08-11",,,,,"0.0","0.0","0.0",,"27.2","12.8","13.9",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-12",,,,,"0.0","0.0","0.0",,"29.4","13.9","20.0",,,,,,,,,,,,,,
"USC00200228","2019-08-13",,,,,"0.5","0.0","0.0",,"30.6","20.0","21.1",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-14",,,,,"0.0","0.0","0.0",,"29.4","13.9","16.1",,,,,,,,,,,,,,
"USC00200228","2019-08-15",,,,,"0.0","0.0","0.0",,"29.4","16.1","17.8",,,,,,,,,"    1",,,,,
"USC00200228","2019-08-16",,,,,"0.5","0.0","0.0",,"28.3","16.1","16.7",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-17",,,,,"2.0","0.0","0.0",,"27.8","16.7","18.3",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-08-18",,,,,"0.0","0.0","0.0",,"29.4","18.3","19.4",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-08-19",,,,,"11.4","0.0","0.0",,"29.4","17.8","19.4",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-20",,,,,"0.0","0.0","0.0",,"30.0","18.9","19.4",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-08-21",,,,,"0.5","0.0","0.0",,"30.6","19.4","20.0",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-22",,,,,"0.0","0.0","0.0",,"30.6","17.8","17.8",,,,,,,,,,,,,,
"USC00200228","2019-08-23",,,,,"0.0","0.0","0.0",,"25.0","10.0","10.0",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-24",,,,,"0.0","0.0","0.0",,"23.9","8.9","10.0",,,,,,,,,,,,,,
"USC00200228","2019-08-25",,,,,"0.0","0.0","0.0",,"24.4","10.0","14.4",,,,,,,,,,,,,,
"USC00200228","2019-08-26",,,,,"0.0","0.0","0.0",,"26.1","12.2","13.3",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-27",,,,,"24.1","0.0","0.0",,"24.4","13.3","20.6",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-28",,,,,"0.0","0.0","0.0",,"27.2","13.3","14.4",,,,,,,"    1",,,,,,,
"USC00200228","2019-08-29",,,,,"0.0","0.0","0.0",,"24.4","12.8","12.8",,,,,,,,,,,,,,
"USC00200228","2019-08-30",,,,,"2.0","0.0","0.0",,"27.2","12.8","16.7",,,,,,,"    1",,"    1",,,,,
"USC00200228","2019-08-31",,,,,"0.0","0.0","0.0",,"24.4","9.4","10.0",,,,,,,,,,,,,,
"USC00200228","2019-09-01",,,,,"0.0","0.0","0.0",,"24.4","10.0","15.0",,,,,,,,,,,,,,
"USC00200228","2019-09-02",,,,,"5.3","0.0","0.0",,"20.6","14.4","15.0",,,,,,,,,,,,,,
"USC00200228","2019-09-03",,,,,"0.8","0.0","0.0",,"27.8","15.0","18.3",,,,,,,,,,,,,,
"USC00200228","2019-09-04",,,,,"7.9","0.0","0.0",,"25.0","15.6","16.1",,,,,,,,,,,,,,
"USC00200228","2019-09-05",,,,,"0.0","0.0","0.0",,"21.7","10.6","12.2",,,,,,,,,,,,,,
"USC00200228","2019-09-06",,,,,"0.0","0.0","0.0",,"23.3","11.1","12.2",,,,,,,,,,,,,,
"USC00200228","2019-09-07",,,,,"0.0","0.0","0.0",,"22.2","12.2","16.1",,,,,,,,,,,,,,
"USC00200228","2019-09-08",,,,,"0.0","0.0","0.0",,"23.9","12.8","13.9",,,,,,,,,,,,,,
"USC00200228","2019-09-09",,,,,"0.0","0.0","0.0",,"20.6","12.8","12.8",,,,,,,,,,,,,,
"USC00200228","2019-09-10",,,,,"0.0","0.0","0.0",,"22.8","12.8","14.4",,,,,,,,,,,,,,
"USC00200228","2019-09-11",,,,,"0.0","0.0","0.0",,"30.6","14.4","19.4",,,,,,,,,,,,,,
"USC00200228","2019-09-12",,,,,"33.5","0.0","0.0",,"30.0","19.4","20.0",,,,,,,,,,,,,,
"USC00200228","2019-09-13",,,,,"1.0","0.0","0.0",,"22.2","16.7","17.8",,,,,,,,,,,,,,
"USC00200228","2019-09-14",,,,,"5.3","0.0","0.0",,"29.4","12.2","12.8",,,,,,,,,,,,,,
"USC00200228","2019-09-15",,,,,"0.0","0.0","0.0",,"24.4","12.2","14.4",,,,,,,,,,,,,,
"USC00200228","2019-09-16",,,,,"2.5","0.0","0.0",,"23.9","14.4","18.3",,,,,,,,,,,,,,
"USC00200228","2019-09-17",,,,,"0.0","0.0","0.0",,"26.1","15.6","16.1",,,,,,,,,,,,,,
"USC00200228","2019-09-18",,,,,"0.0","0.0","0.0",,"25.0","11.7","12.2",,,,,,,,,,,,,,
"USC00200228","2019-09-19",,,,,"0.0","0.0","0.0",,"26.7","11.7","11.7",,,,,,,,,,,,,,
"USC00200228","2019-09-20",,,,,"0.0","0.0","0.0",,"26.7","11.7","13.9",,,,,,,,,,,,,,
"USC00200228","2019-09-21",,,,,"0.0","0.0","0.0",,"30.0","13.9","17.2",,,,,,,,,,,,,,
"USC00200228","2019-09-22",,,,,"2.0","0.0","0.0",,"29.4","17.2","19.4",,,,,,,,,,,,,,
"USC00200228","2019-09-23",,,,,"1.3","0.0","0.0",,"30.0","18.9","19.4",,,,,,,,,,,,,,
"USC00200228","2019-09-24",,,,,"0.0","0.0","0.0",,"23.3","11.1","12.2",,,,,,,,,,,,,,
"USC00200228","2019-09-25",,,,,"0.0","0.0","0.0",,"25.0","12.2","13.3",,,,,,,,,,,,,,
"USC00200228","2019-09-26",,,,,"0.5","0.0","0.0",,"24.4","13.3","15.0",,,,,,,,,,,,,,
"USC00200228","2019-09-27",,,,,"0.0","0.0","0.0",,"21.1","6.1","11.1",,,,,,,,,,,,,,
"USC00200228","2019-09-28",,,,,"21.8","0.0","0.0",,"23.9","11.1","17.2",,,,,,,,,,,,,,
"USC00200228","2019-09-29",,,,,"0.8","0.0","0.0",,"20.6","11.1","11.7",,,,,,,,,,,,,,
"USC00200228","2019-09-30",,,,,"10.9","0.0","0.0",,"15.6","11.7","13.3",,,,,,,,,,,,,,
"USC00200228","2019-10-01",,,,,"2.8","0.0","0.0",,"26.1","13.3","18.3",,,,,,,,,,,,,,
"USC00200228","2019-10-02",,,,,"0.0","0.0","0.0",,"30.0","18.3","19.4",,,,,,,,,,,,,,
"USC00200228","2019-10-03",,,,,"26.7","0.0","0.0",,"22.2","11.7","13.9",,,,,,,,,,,,,,
"USC00200228","2019-10-04",,,,,"0.8","0.0","0.0",,"20.6","9.4","10.6",,,,,,,,,,,,,,
"USC00200228","2019-10-05",,,,,"0.0","0.0","0.0",,"14.4","6.7","6.7",,,,,,,,,,,,,,
"USC00200228","2019-10-06",,,,,"1.0","0.0","0.0",,"17.2","6.1","13.3",,,,,,,,,,,,,,
"USC00200228","2019-10-07",,,,,"1.0","0.0","0.0",,"20.0","8.3","8.3",,,,,,,,,,,,,,
"USC00200228","2019-10-08",,,,,"0.0","0.0","0.0",,"21.7","3.9","3.9",,,,,,,,,,,,,,
"USC00200228","2019-10-09",,,,,"0.0","0.0","0.0",,"21.7","3.9","5.6",,,,,,,,,,,,,,
"USC00200228","2019-10-10",,,,,"0.0","0.0","0.0",,"21.7","5.6","10.6",,,,,,,,,,,,,,
"USC00200228","2019-10-11",,,,,"0.0","0.0","0.0",,"22.8","10.6","14.4",,,,,,,,,,,,,,
"USC00200228","2019-10-12",,,,,"12.2","0.0","0.0",,"18.3","1.7","2.8",,,,,,,,,,,,,,
"USC00200228","2019-10-13",,,,,"0.0","0.0","0.0",,"10.6","2.8","3.9",,,,,,,,,,,,,,
"USC00200228","2019-10-14",,,,,"0.0","0.0","0.0",,"16.7","3.9","5.6",,,,,,,,,,,,,,
"USC00200228","2019-10-15",,,,,"0.0","0.0","0.0",,"11.7","-1.1","-0.6",,,,,,,,,,,,,,
"USC00200228","2019-10-16",,,,,"3.0","0.0","0.0",,"18.3","-0.6","7.8",,,,,,,,,,,,,,
"USC00200228","2019-10-17",,,,,"0.5","0.0","0.0",,"10.6","4.4","4.4",,,,,,,,,,,,,,
"USC00200228","2019-10-18",,,,,"0.0","0.0","0.0",,"12.2","0.0","0.0",,,,,,,,,,,,,,
"USC00200228","2019-10-19",,,,,"0.0","0.0","0.0",,"13.9","-1.1","-1.1",,,,,,,,,,,,,,
"USC00200228","2019-10-20",,,,,"0.0","0.0","0.0",,"17.2","-1.1","7.2",,,,,,,,,,,,,,
"USC00200228","2019-10-21",,,,,"0.3","0.0","0.0",,"21.7","7.2","10.0",,,,,,,,,,,,,,
"USC00200228","2019-10-22",,,,,"6.1","0.0","0.0",,"16.7","7.8","8.3",,,,,,,,,,,,,,
"USC00200228","2019-10-23",,,,,"0.8","0.0","0.0",,"12.8","4.4","4.4",,,,,,,,,,,,,,
"USC00200228","2019-10-24",,,,,"0.0","0.0","0.0",,"15.6","3.9","6.1",,,,,,,,,,,,,,
"USC00200228","2019-10-25",,,,,"0.0","0.0","0.0",,"13.3","5.6","5.6",,,,,,,,,,,,,,
"USC00200228","2019-10-26",,,,,"0.0","0.0","0.0",,"10.0","-1.7","-0.6",,,,,,,,,,,,,,
"US1MIWS0007","2018-11-03",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-04",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-05",,,,,"8.1","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-06",,,,,"7.1","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-07",,,,,"2.8","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-08",,,,,"1.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-09",,,,,"2.0","13.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-10",,,,,"2.0","5.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-11",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-12",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-13",,,,,"2.3","18.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-14",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-15",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-16",,,,,"6.4","23.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-17",,,,,"0.5","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-18",,,,,"1.0","15.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-19",,,,,"1.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-20",,,,,"1.3","28.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-21",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-22",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-23",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-24",,,,,"8.1","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-25",,,,,"1.5","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-26",,,,,"14.2","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-27",,,,,"6.6","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-28",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-29",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-11-30",,,,,"0.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-01",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-02",,,,,"12.4","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-03",,,,,"1.5","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-04",,,,,"0.8","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-05",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-06",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-07",,,,,"0.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-08",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-09",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-10",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-11",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-12",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-13",,,,,"1.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-14",,,,,"4.6","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-15",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-16",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-17",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-18",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-19",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-20",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-21",,,,,"10.9","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-22",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-23",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-24",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-25",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-26",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-27",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-28",,,,,"8.6","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-29",,,,,"0.8","10.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-30",,,,,"0.8","18.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2018-12-31",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-01",,,,,"24.6","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-02",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-03",,,,,"0.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-04",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-05",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-06",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-07",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-08",,,,,"2.3","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-09",,,,,"0.8","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-10",,,,,"0.5","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-11",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-12",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-13",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-14",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-15",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-16",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-17",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-18",,,,,"0.3","8.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-19",,,,,"3.6","28.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-20",,,,,"5.1","84.0","102.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-21",,,,,"0.0","0.0","102.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-22",,,,,"0.0","0.0","89.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-23",,,,,"13.5","0.0","51.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-24",,,,,"3.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-25",,,,,"0.0","3.0","38.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-26",,,,,"0.0","0.0","38.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-27",,,,,"2.8","58.0","76.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-28",,,,,"0.0","0.0","64.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-29",,,,,"7.4","145.0","165.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-30",,,,,"0.0","3.0","152.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-01-31",,,,,"0.0","0.0","152.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-01",,,,,"0.0","0.0","140.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-02",,,,,"0.0","0.0","127.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-03",,,,,"0.0","0.0","76.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-04",,,,,"0.5","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-05",,,,,"5.1","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-06",,,,,"7.1","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-07",,,,,"2.8","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-08",,,,,"1.8","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-09",,,,,"0.3","8.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-10",,,,,"0.0","0.0","0.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-11",,,,,"1.8","23.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-12",,,,,"7.9","43.0","38.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-13",,,,,"7.4","38.0","76.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-14",,,,,"2.8","58.0","102.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-15",,,,,"0.0","0.0","51.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-16",,,,,"0.0","0.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-17",,,,,"0.0","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-18",,,,,"7.9","119.0","127.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-19",,,,,"0.0","0.0","102.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-20",,,,,"0.0","0.0","89.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-21",,,,,"4.1","0.0","51.0",,,,,,,,"0.0",,,,,,,,,,
"US1MIWS0007","2019-02-22",,,,,"0.0","0.0","38.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-23",,,,,"0.0","0.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-24",,,,,"8.4","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-25",,,,,"0.3","5.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-26",,,,,"0.0","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-27",,,,,"1.5","28.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-02-28",,,,,"0.0","0.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-01",,,,,"0.0","0.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-02",,,,,"0.0","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-03",,,,,"0.0","0.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-04",,,,,"0.3","8.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-05",,,,,"0.0","5.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-06",,,,,"0.3","8.0","13.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-07",,,,,"0.3","10.0","25.0",,,,,,,,,,,,,,,,,,
"US1MIWS0007","2019-03-08",,,,,"0.0","0.0","13.0",,,,,,,,,,,,,,,,,,
